[Info   :Extra Attack System] === DEBUG: ANIMATION CLIPS (ON DEMAND) ===
[Info   :Extra Attack System] Total clips: 615
[Info   :Extra Attack System]   Clip: [Sword-Attack-R4] - Length: 1.400s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Standard Run New] - Length: 0.733s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Run] - Length: 0.733s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Run] - Length: 0.733s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Forward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog_With Sword_right] - Length: 0.772s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [PickAxe Jog] - Length: 0.800s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Forward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Forward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog With Torch right] - Length: 0.800s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog With Torch Left] - Length: 0.800s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog_With Sword_right] - Length: 0.772s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [CrossbowJog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Forward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Staff Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Forward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walk with PickAxe] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking With Torch_Left] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking With Torch_Right] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [CrossbowWalk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Staff Walk] - Length: 1.067s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walk with PickAxe] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking With Torch_Right] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking With Torch_Left] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [CrossbowWalk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Staff Walk] - Length: 1.067s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Walking] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Walk] - Length: 1.033s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Pickaxe Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Crossbow Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Pickaxe Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Crossbow Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Pickaxe Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Crossbow Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Strafe L] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Pickaxe Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Crossbow Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Pickaxe Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Crossbow Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Pickaxe Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Strafe Block R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Crossbow Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog Strafe Left mirrored] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Strafe R] - Length: 0.700s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [PickAxe Jog] - Length: 0.800s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [CrossbowJog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Greatsword Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Magic Item Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Feaster Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Scythe Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [PickAxe Jog] - Length: 0.800s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Atgeir Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Battleaxe Jog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [Jog backward] - Length: 0.836s, FrameRate: 30, Legacy: False, Events: 0
[Info   :Extra Attack System]   Clip: [CrossbowJog] - Length: 0.833s, FrameRate: 30, Legacy: False, Events: 0
